Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes,Wloc,LTeam,WTeam
Fri Feb 7 2020,7:00p,Memphis Grizzlies,107,Philadelphia 76ers,119,Box Score,,20779,,H,Memphis Grizzlies,Philadelphia 76ers
Fri Feb 7 2020,7:00p,Dallas Mavericks,118,Washington Wizards,119,Box Score,,20476,,H,Dallas Mavericks,Washington Wizards
Fri Feb 7 2020,7:30p,Atlanta Hawks,107,Boston Celtics,112,Box Score,,19156,,H,Atlanta Hawks,Boston Celtics
Fri Feb 7 2020,8:00p,Toronto Raptors,115,Indiana Pacers,106,Box Score,,17028,,V,Indiana Pacers,Toronto Raptors
Fri Feb 7 2020,8:00p,Detroit Pistons,101,Oklahoma City Thunder,108,Box Score,,18203,,H,Detroit Pistons,Oklahoma City Thunder
Fri Feb 7 2020,9:00p,Houston Rockets,91,Phoenix Suns,127,Box Score,,17043,,H,Houston Rockets,Phoenix Suns
Fri Feb 7 2020,10:00p,Miami Heat,97,Sacramento Kings,105,Box Score,,16760,,H,Miami Heat,Sacramento Kings
Fri Feb 7 2020,10:30p,Portland Trail Blazers,114,Utah Jazz,117,Box Score,,18306,,H,Portland Trail Blazers,Utah Jazz
Sat Feb 8 2020,5:00p,Milwaukee Bucks,111,Orlando Magic,95,Box Score,,16632,,V,Orlando Magic,Milwaukee Bucks
Sat Feb 8 2020,7:00p,Dallas Mavericks,116,Charlotte Hornets,100,Box Score,,19370,,V,Charlotte Hornets,Dallas Mavericks
Sat Feb 8 2020,7:00p,New York Knicks,95,Detroit Pistons,92,Box Score,,15980,,V,Detroit Pistons,New York Knicks
Sat Feb 8 2020,7:30p,New Orleans Pelicans,124,Indiana Pacers,117,Box Score,,17923,,V,Indiana Pacers,New Orleans Pelicans
Sat Feb 8 2020,7:30p,Brooklyn Nets,118,Toronto Raptors,119,Box Score,,19800,,H,Brooklyn Nets,Toronto Raptors
Sat Feb 8 2020,8:00p,Los Angeles Clippers,115,Minnesota Timberwolves,142,Box Score,,18978,,H,Los Angeles Clippers,Minnesota Timberwolves
Sat Feb 8 2020,8:30p,Los Angeles Lakers,125,Golden State Warriors,120,Box Score,,18064,,V,Golden State Warriors,Los Angeles Lakers
Sat Feb 8 2020,9:00p,Denver Nuggets,117,Phoenix Suns,108,Box Score,,16843,,V,Phoenix Suns,Denver Nuggets
Sat Feb 8 2020,10:00p,San Antonio Spurs,102,Sacramento Kings,122,Box Score,,16756,,H,San Antonio Spurs,Sacramento Kings
Sun Feb 9 2020,3:30p,Boston Celtics,112,Oklahoma City Thunder,111,Box Score,,18203,,V,Oklahoma City Thunder,Boston Celtics
Sun Feb 9 2020,6:00p,New York Knicks,135,Atlanta Hawks,140,Box Score,2OT,16309,,H,New York Knicks,Atlanta Hawks
Sun Feb 9 2020,6:00p,Chicago Bulls,111,Philadelphia 76ers,118,Box Score,,21018,,H,Chicago Bulls,Philadelphia 76ers
Sun Feb 9 2020,6:00p,Memphis Grizzlies,106,Washington Wizards,99,Box Score,,17251,,V,Washington Wizards,Memphis Grizzlies
Sun Feb 9 2020,7:00p,Utah Jazz,114,Houston Rockets,113,Box Score,,18055,,V,Houston Rockets,Utah Jazz
Sun Feb 9 2020,7:30p,Los Angeles Clippers,133,Cleveland Cavaliers,92,Box Score,,17240,,V,Cleveland Cavaliers,Los Angeles Clippers
Sun Feb 9 2020,9:00p,Miami Heat,109,Portland Trail Blazers,115,Box Score,,19726,,H,Miami Heat,Portland Trail Blazers
Mon Feb 10 2020,7:00p,Charlotte Hornets,87,Detroit Pistons,76,Box Score,,13941,,V,Detroit Pistons,Charlotte Hornets
Mon Feb 10 2020,7:00p,Brooklyn Nets,106,Indiana Pacers,105,Box Score,,16761,,V,Indiana Pacers,Brooklyn Nets
Mon Feb 10 2020,7:00p,Atlanta Hawks,126,Orlando Magic,135,Box Score,,17076,,H,Atlanta Hawks,Orlando Magic
Mon Feb 10 2020,7:30p,Minnesota Timberwolves,126,Toronto Raptors,137,Box Score,,19800,,H,Minnesota Timberwolves,Toronto Raptors
Mon Feb 10 2020,8:00p,Sacramento Kings,111,Milwaukee Bucks,123,Box Score,,17463,,H,Sacramento Kings,Milwaukee Bucks
Mon Feb 10 2020,8:30p,Utah Jazz,123,Dallas Mavericks,119,Box Score,,19793,,V,Dallas Mavericks,Utah Jazz
Mon Feb 10 2020,9:00p,San Antonio Spurs,120,Denver Nuggets,127,Box Score,,19520,,H,San Antonio Spurs,Denver Nuggets
Mon Feb 10 2020,10:30p,Miami Heat,113,Golden State Warriors,101,Box Score,,18064,,V,Golden State Warriors,Miami Heat
Mon Feb 10 2020,10:30p,Phoenix Suns,100,Los Angeles Lakers,125,Box Score,,18997,,H,Phoenix Suns,Los Angeles Lakers
Tue Feb 11 2020,7:00p,Los Angeles Clippers,103,Philadelphia 76ers,110,Box Score,,20730,,H,Los Angeles Clippers,Philadelphia 76ers
Tue Feb 11 2020,7:00p,Chicago Bulls,114,Washington Wizards,126,Box Score,,15135,,H,Chicago Bulls,Washington Wizards
Tue Feb 11 2020,8:00p,Portland Trail Blazers,117,New Orleans Pelicans,138,Box Score,,15739,,H,Portland Trail Blazers,New Orleans Pelicans
Tue Feb 11 2020,8:00p,San Antonio Spurs,114,Oklahoma City Thunder,106,Box Score,,18203,,V,Oklahoma City Thunder,San Antonio Spurs
Tue Feb 11 2020,9:30p,Boston Celtics,105,Houston Rockets,116,Box Score,,18055,,H,Boston Celtics,Houston Rockets
Wed Feb 12 2020,7:00p,Atlanta Hawks,105,Cleveland Cavaliers,127,Box Score,,16200,,H,Atlanta Hawks,Cleveland Cavaliers
Wed Feb 12 2020,7:00p,Detroit Pistons,112,Orlando Magic,116,Box Score,OT,16607,,H,Detroit Pistons,Orlando Magic
Wed Feb 12 2020,7:30p,Toronto Raptors,91,Brooklyn Nets,101,Box Score,,15823,,H,Toronto Raptors,Brooklyn Nets
Wed Feb 12 2020,7:30p,Milwaukee Bucks,111,Indiana Pacers,118,Box Score,,17018,,H,Milwaukee Bucks,Indiana Pacers
Wed Feb 12 2020,7:30p,Washington Wizards,114,New York Knicks,96,Box Score,,18835,,V,New York Knicks,Washington Wizards
Wed Feb 12 2020,8:00p,Portland Trail Blazers,104,Memphis Grizzlies,111,Box Score,,16889,,H,Portland Trail Blazers,Memphis Grizzlies
Wed Feb 12 2020,8:00p,Charlotte Hornets,115,Minnesota Timberwolves,108,Box Score,,18978,,V,Minnesota Timberwolves,Charlotte Hornets
Wed Feb 12 2020,8:30p,Sacramento Kings,111,Dallas Mavericks,130,Box Score,,19842,,H,Sacramento Kings,Dallas Mavericks
Wed Feb 12 2020,9:00p,Golden State Warriors,106,Phoenix Suns,112,Box Score,,15216,,H,Golden State Warriors,Phoenix Suns
Wed Feb 12 2020,9:00p,Miami Heat,101,Utah Jazz,116,Box Score,,18306,,H,Miami Heat,Utah Jazz
Wed Feb 12 2020,10:00p,Los Angeles Lakers,120,Denver Nuggets,116,Box Score,OT,19860,,V,Denver Nuggets,Los Angeles Lakers
Thu Feb 13 2020,8:00p,Los Angeles Clippers,133,Boston Celtics,141,Box Score,2OT,19156,,H,Los Angeles Clippers,Boston Celtics
Thu Feb 13 2020,8:00p,Oklahoma City Thunder,123,New Orleans Pelicans,118,Box Score,,17865,,V,New Orleans Pelicans,Oklahoma City Thunder
Thu Feb 20 2020,7:00p,Milwaukee Bucks,126,Detroit Pistons,106,Box Score,,16097,,V,Detroit Pistons,Milwaukee Bucks
Thu Feb 20 2020,7:30p,Miami Heat,124,Atlanta Hawks,129,Box Score,,17356,,H,Miami Heat,Atlanta Hawks
Thu Feb 20 2020,8:00p,Charlotte Hornets,103,Chicago Bulls,93,Box Score,,17463,,V,Chicago Bulls,Charlotte Hornets
Thu Feb 20 2020,8:00p,Brooklyn Nets,104,Philadelphia 76ers,112,Box Score,OT,20806,,H,Brooklyn Nets,Philadelphia 76ers
Thu Feb 20 2020,10:00p,Memphis Grizzlies,125,Sacramento Kings,129,Box Score,,17078,,H,Memphis Grizzlies,Sacramento Kings
Thu Feb 20 2020,10:30p,Houston Rockets,135,Golden State Warriors,105,Box Score,,18064,,V,Golden State Warriors,Houston Rockets
Fri Feb 21 2020,7:00p,Dallas Mavericks,122,Orlando Magic,106,Box Score,,18846,,V,Orlando Magic,Dallas Mavericks
Fri Feb 21 2020,7:00p,Cleveland Cavaliers,113,Washington Wizards,108,Box Score,,18895,,V,Washington Wizards,Cleveland Cavaliers
Fri Feb 21 2020,7:30p,Indiana Pacers,106,New York Knicks,98,Box Score,,19812,,V,New York Knicks,Indiana Pacers
Fri Feb 21 2020,7:30p,Phoenix Suns,101,Toronto Raptors,118,Box Score,,19800,,H,Phoenix Suns,Toronto Raptors
Fri Feb 21 2020,8:00p,Boston Celtics,127,Minnesota Timberwolves,117,Box Score,,18978,,V,Minnesota Timberwolves,Boston Celtics
Fri Feb 21 2020,8:00p,Denver Nuggets,101,Oklahoma City Thunder,113,Box Score,,18203,,H,Denver Nuggets,Oklahoma City Thunder
Fri Feb 21 2020,9:00p,San Antonio Spurs,113,Utah Jazz,104,Box Score,,18306,,V,Utah Jazz,San Antonio Spurs
Fri Feb 21 2020,10:30p,Memphis Grizzlies,105,Los Angeles Lakers,117,Box Score,,18997,,H,Memphis Grizzlies,Los Angeles Lakers
Fri Feb 21 2020,10:30p,New Orleans Pelicans,128,Portland Trail Blazers,115,Box Score,,19946,,V,Portland Trail Blazers,New Orleans Pelicans
Sat Feb 22 2020,3:30p,Sacramento Kings,112,Los Angeles Clippers,103,Box Score,,19068,,V,Los Angeles Clippers,Sacramento Kings
Sat Feb 22 2020,7:00p,Brooklyn Nets,115,Charlotte Hornets,86,Box Score,,19079,,V,Charlotte Hornets,Brooklyn Nets
Sat Feb 22 2020,7:30p,Dallas Mavericks,107,Atlanta Hawks,111,Box Score,,17050,,H,Dallas Mavericks,Atlanta Hawks
Sat Feb 22 2020,8:00p,Phoenix Suns,112,Chicago Bulls,104,Box Score,,20506,,V,Chicago Bulls,Phoenix Suns
Sat Feb 22 2020,8:00p,Cleveland Cavaliers,105,Miami Heat,124,Box Score,,19754,,H,Cleveland Cavaliers,Miami Heat
Sat Feb 22 2020,8:30p,Philadelphia 76ers,98,Milwaukee Bucks,119,Box Score,,18290,,H,Philadelphia 76ers,Milwaukee Bucks
Sat Feb 22 2020,9:00p,Houston Rockets,120,Utah Jazz,110,Box Score,,18306,,V,Utah Jazz,Houston Rockets
Sun Feb 23 2020,3:30p,Boston Celtics,112,Los Angeles Lakers,114,Box Score,,18997,,H,Boston Celtics,Los Angeles Lakers
Sun Feb 23 2020,6:00p,Minnesota Timberwolves,116,Denver Nuggets,128,Box Score,,19626,,H,Minnesota Timberwolves,Denver Nuggets
Sun Feb 23 2020,6:00p,Indiana Pacers,81,Toronto Raptors,127,Box Score,,19800,,H,Indiana Pacers,Toronto Raptors
Sun Feb 23 2020,7:00p,Washington Wizards,117,Chicago Bulls,126,Box Score,,18024,,H,Washington Wizards,Chicago Bulls
Sun Feb 23 2020,7:00p,San Antonio Spurs,103,Oklahoma City Thunder,131,Box Score,,18203,,H,San Antonio Spurs,Oklahoma City Thunder
Sun Feb 23 2020,8:30p,New Orleans Pelicans,115,Golden State Warriors,101,Box Score,,18064,,V,Golden State Warriors,New Orleans Pelicans
Sun Feb 23 2020,9:00p,Detroit Pistons,104,Portland Trail Blazers,107,Box Score,,19393,,H,Detroit Pistons,Portland Trail Blazers
Mon Feb 24 2020,7:00p,Miami Heat,119,Cleveland Cavaliers,125,Box Score,OT,17336,,H,Miami Heat,Cleveland Cavaliers
Mon Feb 24 2020,7:00p,Atlanta Hawks,112,Philadelphia 76ers,129,Box Score,,20836,,H,Atlanta Hawks,Philadelphia 76ers
Mon Feb 24 2020,7:00p,Milwaukee Bucks,137,Washington Wizards,134,Box Score,OT,16580,,V,Washington Wizards,Milwaukee Bucks
Mon Feb 24 2020,7:30p,Orlando Magic,115,Brooklyn Nets,113,Box Score,,16162,,V,Brooklyn Nets,Orlando Magic
Mon Feb 24 2020,8:00p,New York Knicks,112,Houston Rockets,123,Box Score,,18055,,H,New York Knicks,Houston Rockets
Mon Feb 24 2020,8:30p,Minnesota Timberwolves,123,Dallas Mavericks,139,Box Score,,19936,,H,Minnesota Timberwolves,Dallas Mavericks
Mon Feb 24 2020,9:00p,Phoenix Suns,131,Utah Jazz,111,Box Score,,18306,,V,Utah Jazz,Phoenix Suns
Mon Feb 24 2020,10:30p,Memphis Grizzlies,97,Los Angeles Clippers,124,Box Score,,19068,,H,Memphis Grizzlies,Los Angeles Clippers
Tue Feb 25 2020,7:00p,Charlotte Hornets,80,Indiana Pacers,119,Box Score,,16088,,H,Charlotte Hornets,Indiana Pacers
Tue Feb 25 2020,7:30p,Milwaukee Bucks,108,Toronto Raptors,97,Box Score,,19993,,V,Toronto Raptors,Milwaukee Bucks
Tue Feb 25 2020,8:00p,Oklahoma City Thunder,124,Chicago Bulls,122,Box Score,,16911,,V,Chicago Bulls,Oklahoma City Thunder
Tue Feb 25 2020,9:00p,Detroit Pistons,98,Denver Nuggets,115,Box Score,,19143,,H,Detroit Pistons,Denver Nuggets
Tue Feb 25 2020,10:00p,New Orleans Pelicans,109,Los Angeles Lakers,118,Box Score,,18997,,H,New Orleans Pelicans,Los Angeles Lakers
Tue Feb 25 2020,10:00p,Boston Celtics,118,Portland Trail Blazers,106,Box Score,,19460,,V,Portland Trail Blazers,Boston Celtics
Tue Feb 25 2020,10:30p,Sacramento Kings,112,Golden State Warriors,94,Box Score,,18064,,V,Golden State Warriors,Sacramento Kings
Wed Feb 26 2020,7:00p,New York Knicks,101,Charlotte Hornets,107,Box Score,,13152,,H,New York Knicks,Charlotte Hornets
Wed Feb 26 2020,7:00p,Philadelphia 76ers,94,Cleveland Cavaliers,108,Box Score,,16332,,H,Philadelphia 76ers,Cleveland Cavaliers
Wed Feb 26 2020,7:00p,Brooklyn Nets,106,Washington Wizards,110,Box Score,,15021,,H,Brooklyn Nets,Washington Wizards
Wed Feb 26 2020,7:30p,Orlando Magic,130,Atlanta Hawks,120,Box Score,,14967,,V,Atlanta Hawks,Orlando Magic
Wed Feb 26 2020,7:30p,Minnesota Timberwolves,129,Miami Heat,126,Box Score,,19600,,V,Miami Heat,Minnesota Timberwolves
Wed Feb 26 2020,8:00p,Memphis Grizzlies,112,Houston Rockets,140,Box Score,,18055,,H,Memphis Grizzlies,Houston Rockets
Wed Feb 26 2020,8:30p,Dallas Mavericks,109,San Antonio Spurs,103,Box Score,,18354,,V,San Antonio Spurs,Dallas Mavericks
Wed Feb 26 2020,9:00p,Los Angeles Clippers,102,Phoenix Suns,92,Box Score,,15157,,V,Phoenix Suns,Los Angeles Clippers
Wed Feb 26 2020,10:30p,Boston Celtics,114,Utah Jazz,103,Box Score,,18306,,V,Utah Jazz,Boston Celtics
Thu Feb 27 2020,7:00p,New York Knicks,106,Philadelphia 76ers,115,Box Score,,20175,,H,New York Knicks,Philadelphia 76ers
Thu Feb 27 2020,8:00p,Portland Trail Blazers,100,Indiana Pacers,106,Box Score,,16872,,H,Portland Trail Blazers,Indiana Pacers
Thu Feb 27 2020,8:00p,Sacramento Kings,108,Oklahoma City Thunder,112,Box Score,,18203,,H,Sacramento Kings,Oklahoma City Thunder
Thu Feb 27 2020,10:30p,Los Angeles Lakers,116,Golden State Warriors,86,Box Score,,18064,,V,Golden State Warriors,Los Angeles Lakers
Fri Feb 28 2020,7:00p,Minnesota Timberwolves,125,Orlando Magic,136,Box Score,,18846,,H,Minnesota Timberwolves,Orlando Magic
Fri Feb 28 2020,7:30p,Brooklyn Nets,118,Atlanta Hawks,141,Box Score,,17034,,H,Brooklyn Nets,Atlanta Hawks
Fri Feb 28 2020,7:30p,Charlotte Hornets,99,Toronto Raptors,96,Box Score,,19800,,V,Toronto Raptors,Charlotte Hornets
Fri Feb 28 2020,8:00p,Sacramento Kings,104,Memphis Grizzlies,101,Box Score,,17794,,V,Memphis Grizzlies,Sacramento Kings
Fri Feb 28 2020,8:00p,Dallas Mavericks,118,Miami Heat,126,Box Score,,19704,,H,Dallas Mavericks,Miami Heat
Fri Feb 28 2020,8:00p,Oklahoma City Thunder,86,Milwaukee Bucks,133,Box Score,,18412,,H,Oklahoma City Thunder,Milwaukee Bucks
Fri Feb 28 2020,8:00p,Cleveland Cavaliers,104,New Orleans Pelicans,116,Box Score,,18304,,H,Cleveland Cavaliers,New Orleans Pelicans
Fri Feb 28 2020,9:00p,Detroit Pistons,113,Phoenix Suns,111,Box Score,,17142,,V,Phoenix Suns,Detroit Pistons
Fri Feb 28 2020,9:00p,Washington Wizards,119,Utah Jazz,129,Box Score,,18306,,H,Washington Wizards,Utah Jazz
Fri Feb 28 2020,10:30p,Denver Nuggets,103,Los Angeles Clippers,132,Box Score,,19068,,H,Denver Nuggets,Los Angeles Clippers
Sat Feb 29 2020,5:00p,Chicago Bulls,115,New York Knicks,125,Box Score,,19812,,H,Chicago Bulls,New York Knicks
Sat Feb 29 2020,7:30p,Portland Trail Blazers,117,Atlanta Hawks,129,Box Score,,17765,,H,Portland Trail Blazers,Atlanta Hawks
Sat Feb 29 2020,7:30p,Brooklyn Nets,113,Miami Heat,116,Box Score,,19600,,H,Brooklyn Nets,Miami Heat
Sat Feb 29 2020,8:00p,Indiana Pacers,113,Cleveland Cavaliers,104,Box Score,,19432,,V,Cleveland Cavaliers,Indiana Pacers
Sat Feb 29 2020,8:00p,Los Angeles Lakers,88,Memphis Grizzlies,105,Box Score,,17794,,H,Los Angeles Lakers,Memphis Grizzlies
Sat Feb 29 2020,8:30p,Houston Rockets,111,Boston Celtics,110,Box Score,OT,19156,,V,Boston Celtics,Houston Rockets
Sat Feb 29 2020,8:30p,Orlando Magic,113,San Antonio Spurs,114,Box Score,,18354,,H,Orlando Magic,San Antonio Spurs
Sat Feb 29 2020,9:00p,Golden State Warriors,115,Phoenix Suns,99,Box Score,,16395,,V,Phoenix Suns,Golden State Warriors
Sun Mar 1 2020,1:00p,Milwaukee Bucks,93,Charlotte Hornets,85,Box Score,,19149,,V,Charlotte Hornets,Milwaukee Bucks
Sun Mar 1 2020,3:30p,Philadelphia 76ers,130,Los Angeles Clippers,136,Box Score,,19068,,H,Philadelphia 76ers,Los Angeles Clippers
Sun Mar 1 2020,3:30p,Dallas Mavericks,111,Minnesota Timberwolves,91,Box Score,,18058,,V,Minnesota Timberwolves,Dallas Mavericks
Sun Mar 1 2020,6:00p,Toronto Raptors,118,Denver Nuggets,133,Box Score,,19777,,H,Toronto Raptors,Denver Nuggets
Sun Mar 1 2020,6:00p,Detroit Pistons,100,Sacramento Kings,106,Box Score,,17499,,H,Detroit Pistons,Sacramento Kings
Sun Mar 1 2020,8:00p,Los Angeles Lakers,122,New Orleans Pelicans,114,Box Score,,18547,,V,New Orleans Pelicans,Los Angeles Lakers
Sun Mar 1 2020,8:30p,Washington Wizards,124,Golden State Warriors,110,Box Score,,18064,,V,Golden State Warriors,Washington Wizards
Mon Mar 2 2020,7:00p,Utah Jazz,126,Cleveland Cavaliers,113,Box Score,,15453,,V,Cleveland Cavaliers,Utah Jazz
Mon Mar 2 2020,7:00p,Houston Rockets,123,New York Knicks,125,Box Score,,18142,,H,Houston Rockets,New York Knicks
Mon Mar 2 2020,7:00p,Portland Trail Blazers,130,Orlando Magic,107,Box Score,,18078,,V,Orlando Magic,Portland Trail Blazers
Mon Mar 2 2020,7:30p,Memphis Grizzlies,127,Atlanta Hawks,88,Box Score,,16207,,V,Atlanta Hawks,Memphis Grizzlies
Mon Mar 2 2020,7:30p,Milwaukee Bucks,89,Miami Heat,105,Box Score,,19600,,H,Milwaukee Bucks,Miami Heat
Mon Mar 2 2020,8:00p,Dallas Mavericks,107,Chicago Bulls,109,Box Score,,18407,,H,Dallas Mavericks,Chicago Bulls
Mon Mar 2 2020,8:30p,Indiana Pacers,116,San Antonio Spurs,111,Box Score,,17635,,V,San Antonio Spurs,Indiana Pacers
Tue Mar 3 2020,7:00p,San Antonio Spurs,104,Charlotte Hornets,103,Box Score,,12008,,V,Charlotte Hornets,San Antonio Spurs
Tue Mar 3 2020,7:30p,Brooklyn Nets,129,Boston Celtics,120,Box Score,OT,19156,,V,Boston Celtics,Brooklyn Nets
Tue Mar 3 2020,8:00p,Minnesota Timberwolves,139,New Orleans Pelicans,134,Box Score,,15264,,V,New Orleans Pelicans,Minnesota Timberwolves
Tue Mar 3 2020,8:00p,Los Angeles Clippers,109,Oklahoma City Thunder,94,Box Score,,18203,,V,Oklahoma City Thunder,Los Angeles Clippers
Tue Mar 3 2020,9:00p,Golden State Warriors,116,Denver Nuggets,100,Box Score,,19520,,V,Denver Nuggets,Golden State Warriors
Tue Mar 3 2020,9:00p,Toronto Raptors,123,Phoenix Suns,114,Box Score,,15553,,V,Phoenix Suns,Toronto Raptors
Tue Mar 3 2020,10:00p,Philadelphia 76ers,107,Los Angeles Lakers,120,Box Score,,18997,,H,Philadelphia 76ers,Los Angeles Lakers
Tue Mar 3 2020,10:00p,Washington Wizards,126,Sacramento Kings,133,Box Score,,16419,,H,Washington Wizards,Sacramento Kings
Wed Mar 4 2020,7:00p,Boston Celtics,112,Cleveland Cavaliers,106,Box Score,,16897,,V,Cleveland Cavaliers,Boston Celtics
Wed Mar 4 2020,7:00p,Oklahoma City Thunder,114,Detroit Pistons,107,Box Score,,15138,,V,Detroit Pistons,Oklahoma City Thunder
Wed Mar 4 2020,7:00p,Indiana Pacers,100,Milwaukee Bucks,119,Box Score,,17695,,H,Indiana Pacers,Milwaukee Bucks
Wed Mar 4 2020,7:30p,Memphis Grizzlies,118,Brooklyn Nets,79,Box Score,,16941,,V,Brooklyn Nets,Memphis Grizzlies
Wed Mar 4 2020,7:30p,Utah Jazz,112,New York Knicks,104,Box Score,,16588,,V,New York Knicks,Utah Jazz
Wed Mar 4 2020,7:30p,Orlando Magic,113,Miami Heat,116,Box Score,,19600,,H,Orlando Magic,Miami Heat
Wed Mar 4 2020,8:00p,Chicago Bulls,108,Minnesota Timberwolves,115,Box Score,,13392,,H,Chicago Bulls,Minnesota Timberwolves
Wed Mar 4 2020,9:30p,New Orleans Pelicans,123,Dallas Mavericks,127,Box Score,OT,20459,,H,New Orleans Pelicans,Dallas Mavericks
Wed Mar 4 2020,10:00p,Washington Wizards,104,Portland Trail Blazers,125,Box Score,,19393,,H,Washington Wizards,Portland Trail Blazers
Thu Mar 5 2020,7:00p,Denver Nuggets,114,Charlotte Hornets,112,Box Score,,13311,,V,Charlotte Hornets,Denver Nuggets
Thu Mar 5 2020,8:00p,Los Angeles Clippers,120,Houston Rockets,105,Box Score,,18055,,V,Houston Rockets,Los Angeles Clippers
Thu Mar 5 2020,10:00p,Philadelphia 76ers,125,Sacramento Kings,108,Box Score,,15485,,V,Sacramento Kings,Philadelphia 76ers
Thu Mar 5 2020,10:30p,Toronto Raptors,121,Golden State Warriors,113,Box Score,,18064,,V,Golden State Warriors,Toronto Raptors
Fri Mar 6 2020,7:00p,Atlanta Hawks,112,Washington Wizards,118,Box Score,,17856,,H,Atlanta Hawks,Washington Wizards
Fri Mar 6 2020,7:30p,San Antonio Spurs,120,Brooklyn Nets,139,Box Score,,16277,,H,San Antonio Spurs,Brooklyn Nets
Fri Mar 6 2020,7:30p,Oklahoma City Thunder,126,New York Knicks,103,Box Score,,19499,,V,New York Knicks,Oklahoma City Thunder
Fri Mar 6 2020,8:00p,Indiana Pacers,108,Chicago Bulls,102,Box Score,,20229,,V,Chicago Bulls,Indiana Pacers
Fri Mar 6 2020,8:00p,Orlando Magic,132,Minnesota Timberwolves,118,Box Score,,14315,,V,Minnesota Timberwolves,Orlando Magic
Fri Mar 6 2020,8:00p,Miami Heat,104,New Orleans Pelicans,110,Box Score,,18384,,H,Miami Heat,New Orleans Pelicans
Fri Mar 6 2020,8:00p,Utah Jazz,99,Boston Celtics,94,Box Score,,19156,,V,Boston Celtics,Utah Jazz
Fri Mar 6 2020,8:30p,Memphis Grizzlies,96,Dallas Mavericks,121,Box Score,,20370,,H,Memphis Grizzlies,Dallas Mavericks
Fri Mar 6 2020,9:00p,Portland Trail Blazers,117,Phoenix Suns,127,Box Score,,15522,,H,Portland Trail Blazers,Phoenix Suns
Fri Mar 6 2020,10:30p,Milwaukee Bucks,103,Los Angeles Lakers,113,Box Score,,18997,,H,Milwaukee Bucks,Los Angeles Lakers
Sat Mar 7 2020,5:00p,Houston Rockets,99,Charlotte Hornets,108,Box Score,,19159,,H,Houston Rockets,Charlotte Hornets
Sat Mar 7 2020,7:00p,Utah Jazz,111,Detroit Pistons,105,Box Score,,16590,,V,Detroit Pistons,Utah Jazz
Sat Mar 7 2020,7:30p,Denver Nuggets,102,Cleveland Cavaliers,104,Box Score,,19432,,H,Denver Nuggets,Cleveland Cavaliers
Sat Mar 7 2020,8:00p,Atlanta Hawks,101,Memphis Grizzlies,118,Box Score,,17117,,H,Atlanta Hawks,Memphis Grizzlies
Sat Mar 7 2020,8:30p,Philadelphia 76ers,114,Golden State Warriors,118,Box Score,,18064,,H,Philadelphia 76ers,Golden State Warriors
Sat Mar 7 2020,10:00p,Sacramento Kings,123,Portland Trail Blazers,111,Box Score,,19691,,V,Portland Trail Blazers,Sacramento Kings
Sun Mar 8 2020,3:00p,Chicago Bulls,107,Brooklyn Nets,110,Box Score,,15916,,H,Chicago Bulls,Brooklyn Nets
Sun Mar 8 2020,3:30p,New Orleans Pelicans,120,Minnesota Timberwolves,107,Box Score,,18978,,V,Minnesota Timberwolves,New Orleans Pelicans
Sun Mar 8 2020,3:30p,Los Angeles Lakers,112,Los Angeles Clippers,103,Box Score,,19068,,V,Los Angeles Clippers,Los Angeles Lakers
Sun Mar 8 2020,6:00p,Oklahoma City Thunder,105,Boston Celtics,104,Box Score,,19156,,V,Boston Celtics,Oklahoma City Thunder
Sun Mar 8 2020,6:00p,Milwaukee Bucks,131,Phoenix Suns,140,Box Score,,17282,,H,Milwaukee Bucks,Phoenix Suns
Sun Mar 8 2020,7:00p,Miami Heat,100,Washington Wizards,89,Box Score,,18135,,V,Washington Wizards,Miami Heat
Sun Mar 8 2020,7:00p,Indiana Pacers,112,Dallas Mavericks,109,Box Score,,20324,,V,Dallas Mavericks,Indiana Pacers
Sun Mar 8 2020,7:00p,Orlando Magic,126,Houston Rockets,106,Box Score,,18055,,V,Houston Rockets,Orlando Magic
Sun Mar 8 2020,7:30p,Detroit Pistons,84,New York Knicks,96,Box Score,,18361,,H,Detroit Pistons,New York Knicks
Sun Mar 8 2020,7:30p,San Antonio Spurs,129,Cleveland Cavaliers,132,Box Score,OT,17995,,H,San Antonio Spurs,Cleveland Cavaliers
Sun Mar 8 2020,9:00p,Toronto Raptors,118,Sacramento Kings,113,Box Score,,16449,,V,Sacramento Kings,Toronto Raptors
Mon Mar 9 2020,7:30p,Charlotte Hornets,138,Atlanta Hawks,143,Box Score,2OT,14399,,H,Charlotte Hornets,Atlanta Hawks
Mon Mar 9 2020,9:00p,Milwaukee Bucks,95,Denver Nuggets,109,Box Score,,19838,,H,Milwaukee Bucks,Denver Nuggets
Mon Mar 9 2020,9:00p,Toronto Raptors,101,Utah Jazz,92,Box Score,,18306,,V,Utah Jazz,Toronto Raptors
Tue Mar 10 2020,7:00p,New York Knicks,115,Washington Wizards,122,Box Score,,15048,,H,New York Knicks,Washington Wizards
Tue Mar 10 2020,7:00p,Boston Celtics,114,Indiana Pacers,111,Box Score,,17053,,V,Indiana Pacers,Boston Celtics
Tue Mar 10 2020,8:00p,Minnesota Timberwolves,111,Houston Rockets,117,Box Score,,18055,,H,Minnesota Timberwolves,Houston Rockets
